case_id,layer,kind,flow_id,tags,seed.path,seed.scenario,seed.match,seed.resp,seed.is_sequence,call.method,call.url,call.headers,call.body.meta.bright_uid,call.body.meta.request_id,call.body.data.flow_id,call.body.data.kyc_type,call.body.data.client,call.expect_status,call2.method,call2.url,call2.headers,call2.expect_status,call2.delay_ms,call2.body.meta.bright_uid,call2.body.meta.request_id,call2.body.data.flow_id,call2.body.data.kyc_type,call3.method,call3.url,call3.headers,call3.expect_status,call3.delay_ms,call3.body.meta.bright_uid,call3.body.meta.request_id,call3.body.data.flow_id,call3.body.data.kyc_type,call3.body.data.client,call3.body.data.in_sync,call3.body.data.additional_data_params.persona_kyc_verified,call3.body.data.additional_data_params.ssn,call3.body.data.additional_data_params.dob,call3.body.data.additional_data_params.first_name,call3.body.data.additional_data_params.address,repeat.same_flow_id,repeat.distinct_ids,repeat.concurrent,resp.status,resp.body,db.host,db.database,db.delay_ms,db1.table,db1.where,db1.expect,db2.table,db2.where,db2.expect,db3.table,db3.where,db3.expect,kafka.bootstrap,kafka1.topic,kafka1.key,kafka1.expect,calls,notes
ESC-SSN-SAME,3-Adapter,e2e,flow-{{uuid:flow}},3-adapter,/vendor/idology/verify,idology-fail-esc,,"status=200;format=xml;raw=<?xml version=""1.0""?><response><summary-result><key>id.failure</key><message>FAIL</message></summary-result><results><key>result.match</key><message>ID Located</message></results><qualifiers><qualifier><key>resultcode.ssn.does.not.match</key></qualifier></qualifiers></response>",true,POST,http://10.0.32.30/api/v1/kyc/start,Content-Type=application/json,{{uuid:uid}},{{uuid:rid}},flow-{{uuid:flow}},DM,app,200,POST,http://10.0.32.30/api/v1/kyc/status_details/,Content-Type=application/json,200,1000,{{uuid:uid}},{{uuid:rid_sd}},flow-{{uuid:flow}},DM,POST,http://10.0.32.30/api/v1/kyc/resume,Content-Type=application/json,200,1000,{{uuid:uid}},{{uuid:rid2}},flow-{{uuid:flow}},DM,USM,true,,'gAAAAABqQnJ4S7_gd7u2iaMV_8jNjzBVe4mkZcJVYDdxDbjrKQj6cvjhPR9Avyo2VKbuE8efqeBjeZIZugYZY23qE8EoKeh7fg==',,,,,,,,,,,200,error=null;data.flow_id=not_null,,brightmomey_uks_2,2000,uks_kyc_flow,flow_id=flow-{{uuid:flow}},status=ERROR,,,,escalation_log,flow_id=flow-{{uuid:flow}};escalation_type=ESCALATE_SSN,status=SAME_INPUT,,,,,/usm/user-profile=1;/vendor/idology/verify=2,ESCALATE_SSN: /resume same value -> SAME_INPUT -> re-run still fails -> FAILED.
ESC-SSN-SAME,,,,,/vendor/idology/verify,idology-fail-esc,,"status=200;format=xml;raw=<?xml version=""1.0""?><response><summary-result><key>id.failure</key><message>FAIL</message></summary-result><results><key>result.match</key><message>ID Located</message></results><qualifiers><qualifier><key>resultcode.ssn.does.not.match</key></qualifier></qualifiers></response>",true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESC-SSN-SAME,,,,,/usm/user-profile,usm-profile-default,,"status=200;raw={""bright_uid"":""{{uuid:uid}}"",""primary_email"":""john@example.com"",""primary_phonenum"":""+11234567890"",""first_name"":""John"",""last_name"":""Doe"",""date_of_birth"":""1990-05-15"",""is_kyc_verified"":false,""zip_code"":""78701"",""address"":{""address_type"":""bright"",""manual_address"":{""apt"":"""",""zip"":""78701"",""city"":""Austin"",""state"":{""long_name"":""Texas"",""short_name"":""TX""},""street"":""123 Main St""}},""ssn_encrypted"":""gAAAAABqQnJ4S7_gd7u2iaMV_8jNjzBVe4mkZcJVYDdxDbjrKQj6cvjhPR9Avyo2VKbuE8efqeBjeZIZugYZY23qE8EoKeh7fg=="",""ip"":""192.168.1.1"",""age"":35,""acquired_on"":""IOS_APP"",""is_deleted"":false,""error"":{}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC-004,5-BusinessE2E,e2e,flow-{{uuid:flow}},5-businesse2e,/vendor/idology/verify,idology-fail-no-esc,,"status=200;format=xml;raw=<?xml version=""1.0""?><response><summary-result><key>id.failure</key><message>FAIL</message></summary-result><results><key>result.match</key><message>ID Located</message></results></response>",,POST,http://10.0.32.30/api/v1/kyc/start,Content-Type=application/json,{{uuid:uid}},{{uuid:rid}},flow-{{uuid:flow}},DM,app,200,POST,http://10.0.32.30/api/v1/kyc/status_details/,Content-Type=application/json,200,1000,{{uuid:uid}},{{uuid:rid_sd}},flow-{{uuid:flow}},DM,POST,http://10.0.32.30/api/v1/kyc/resume,Content-Type=application/json,200,1000,{{uuid:uid}},{{uuid:rid2}},flow-{{uuid:flow}},DM,USM,true,'PASS',,,,,,,,,,,,200,error=null;data.flow_id=not_null,,brightmomey_uks_2,2000,uks_kyc_flow,flow_id=flow-{{uuid:flow}},status=PASSED,uks_flow_decision_step,flow_id=flow-{{uuid:flow}},status=PASS,,,,,,,,/usm/user-profile=1;/vendor/idology/verify=1;/api/Lists/Search=1;/api/v1/inquiries>=1,LN non-SSN soft fail -> Persona; /resume verified TRUE -> KYC Pass.
TC-004,,,,,/api/OAuth2/Token,ln-token,,"status=200;raw={""access_token"":""tok_{{uuid:tok}}"",""expires_in"":3600}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC-004,,,,,/api/Lists/Search,ln-non,,"status=200;raw={""Records"":[{""InstantIDIndividual"":{""ComprehensiveVerificationIndex"":10,""NameAddressSSN"":{""RiskCode"":7},""NameAddressPhone"":{""RiskCode"":12}}}]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC-004,,,,,/api/v1/inquiries,persona-create,,"status=200;raw={""data"":{""id"":""inq_{{uuid:inq}}"",""type"":""inquiry"",""attributes"":{""status"":""created"",""reference-id"":""{{uuid:uid}}""}}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC-004,,,,,/usm/user-profile,usm-profile-default,,"status=200;raw={""bright_uid"":""{{uuid:uid}}"",""primary_email"":""john@example.com"",""primary_phonenum"":""+11234567890"",""first_name"":""John"",""last_name"":""Doe"",""date_of_birth"":""1990-05-15"",""is_kyc_verified"":false,""zip_code"":""78701"",""address"":{""address_type"":""bright"",""manual_address"":{""apt"":"""",""zip"":""78701"",""city"":""Austin"",""state"":{""long_name"":""Texas"",""short_name"":""TX""},""street"":""123 Main St""}},""ssn_encrypted"":""gAAAAABqQnJ4S7_gd7u2iaMV_8jNjzBVe4mkZcJVYDdxDbjrKQj6cvjhPR9Avyo2VKbuE8efqeBjeZIZugYZY23qE8EoKeh7fg=="",""ip"":""192.168.1.1"",""age"":35,""acquired_on"":""IOS_APP"",""is_deleted"":false,""error"":{}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDO-09,3-Adapter,unit-via-e2e,flow-{{uuid:flow}},3-adapter,/vendor/idology/verify,idology-fail-unmapped,,"status=200;format=xml;raw=<?xml version=""1.0""?><response><summary-result><key>id.failure</key><message>FAIL</message></summary-result><results><key>result.match</key><message>ID Located</message></results><qualifiers><qualifier><key>resultcode.coppa.alert</key></qualifier></qualifiers></response>",,POST,http://10.0.32.30/api/v1/kyc/start,Content-Type=application/json,{{uuid:uid}},{{uuid:rid}},flow-{{uuid:flow}},DM,app,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,error=null;data.flow_id=not_null,,brightmomey_uks_2,2000,uks_kyc_flow,flow_id=flow-{{uuid:flow}},status=FAILED,,,,,,,,,,,/usm/user-profile=1;/vendor/idology/verify=1,Unmapped code -> catch-all FAIL.
IDO-09,,,,,/usm/user-profile,usm-profile-default,,"status=200;raw={""bright_uid"":""{{uuid:uid}}"",""primary_email"":""john@example.com"",""primary_phonenum"":""+11234567890"",""first_name"":""John"",""last_name"":""Doe"",""date_of_birth"":""1990-05-15"",""is_kyc_verified"":false,""zip_code"":""78701"",""address"":{""address_type"":""bright"",""manual_address"":{""apt"":"""",""zip"":""78701"",""city"":""Austin"",""state"":{""long_name"":""Texas"",""short_name"":""TX""},""street"":""123 Main St""}},""ssn_encrypted"":""gAAAAABqQnJ4S7_gd7u2iaMV_8jNjzBVe4mkZcJVYDdxDbjrKQj6cvjhPR9Avyo2VKbuE8efqeBjeZIZugYZY23qE8EoKeh7fg=="",""ip"":""192.168.1.1"",""age"":35,""acquired_on"":""IOS_APP"",""is_deleted"":false,""error"":{}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
